image_url,title,price,reference_number,url
https://www.solanesjoier.com/4647-large_default/anillo-oro-blanco-con-esmeralda-oval-y-diamantes.jpg,Anillo Oro Blanco con Esmeralda oval y Diamantes,"850,00 €",005460246,https://www.solanesjoier.com/anillos-compromiso/1356-anillo-oro-blanco-con-esmeralda-oval-y-diamantes.html
https://www.solanesjoier.com/4653-large_default/anillo-oro-blanco-con-zafiro-azul-talla-oval-y-diamantes.jpg,Anillo en Oro Blanco con Zafiro Azul talla oval y Diamantes,"980,00 €",005460263,https://www.solanesjoier.com/anillos-lujo/1359-anillo-oro-blanco-con-zafiro-azul-talla-oval-y-diamantes.html
https://www.solanesjoier.com/3723-large_default/alianza-de-compromiso-en-oro-rosa-con-brillante-interior-para-hombre.jpg,Alianza de compromiso en Oro Rosa con Brillante interior para hombre,"575,00 €",002011420,https://www.solanesjoier.com/anillos-compromiso/1057-alianza-de-compromiso-en-oro-rosa-con-brillante-interior-para-hombre.html
https://www.solanesjoier.com/4649-large_default/anillo-oro-blanco-con-zafiro-azul-oval-y-diamantes.jpg,Anillo Oro Blanco con Zafiro Azul oval y Diamantes,"860,00 €",005460247,https://www.solanesjoier.com/anillos-compromiso/1357-anillo-oro-blanco-con-zafiro-azul-oval-y-diamantes.html
https://www.solanesjoier.com/3721-large_default/alianza-de-compromiso-en-oro-amarillo-para-mujer.jpg,Alianza de compromiso en Oro Amarillo para mujer,"435,00 €",002011397,https://www.solanesjoier.com/anillos-compromiso/1055-alianza-de-compromiso-en-oro-amarillo-para-mujer.html
https://www.solanesjoier.com/3719-large_default/alianza-de-compromiso-en-oro-blanco-para-hombre.jpg,Alianza de compromiso en Oro Blanco para hombre,"825,00 €",002450009,https://www.solanesjoier.com/anillos-compromiso/1053-alianza-de-compromiso-en-oro-blanco-para-hombre.html
https://www.solanesjoier.com/3718-large_default/alianza-de-compromiso-en-oro-blanco-para-mujer.jpg,Alianza de compromiso en Oro Blanco para mujer,"600,00 €",002450317,https://www.solanesjoier.com/anillos-compromiso/1052-alianza-de-compromiso-en-oro-blanco-para-mujer.html
https://www.solanesjoier.com/3722-large_default/alianza-de-compromiso-en-oro-rosa-con-brillante-exterior-para-mujer.jpg,Alianza de compromiso en Oro Rosa con Brillante exterior para mujer,"570,00 €",002011421,https://www.solanesjoier.com/anillos-compromiso/1056-alianza-de-compromiso-en-oro-rosa-con-brillante-exterior-para-mujer.html
https://www.solanesjoier.com/3720-large_default/alianza-de-compromiso-en-oro-amarillo-para-hombre.jpg,Alianza de compromiso en Oro Amarillo para hombre,"510,00 €",000640033,https://www.solanesjoier.com/anillos-compromiso/1054-alianza-de-compromiso-en-oro-amarillo-para-hombre.html
https://www.solanesjoier.com/3716-large_default/alianza-de-compromiso-en-oro-rosa-con-brillante-para-hombre.jpg,Alianza de compromiso en Oro Rosa con Brillante para hombre,"715,00 €",002450303,https://www.solanesjoier.com/anillos-compromiso/1050-alianza-de-compromiso-en-oro-rosa-con-brillante-para-hombre.html
https://www.solanesjoier.com/3717-large_default/alianza-de-compromiso-en-oro-rosa-con-brillante-para-mujer.jpg,Alianza de compromiso en Oro Rosa con Brillante para mujer,"685,00 €",002450302,https://www.solanesjoier.com/anillos-compromiso/1051-alianza-de-compromiso-en-oro-rosa-con-brillante-para-mujer.html
https://www.solanesjoier.com/3713-large_default/alianza-de-compromiso-en-oro-blanco-con-diamantes.jpg,Alianza de compromiso en Oro Blanco con Diamantes,"465,00 €",000760028,https://www.solanesjoier.com/anillos-compromiso/1047-alianza-de-compromiso-en-oro-blanco-con-diamantes.html
https://www.solanesjoier.com/3715-large_default/conjunto-de-alianzas-de-compromiso-en-oro-rosa.jpg,Conjunto de alianzas de compromiso en Oro Rosa,"1.778,00 €",002011218,https://www.solanesjoier.com/anillos-compromiso/1049-conjunto-de-alianzas-de-compromiso-en-oro-rosa.html
https://www.solanesjoier.com/3714-large_default/alianza-de-compromiso-en-oro-blanco-mate.jpg,Alianza de compromiso en Oro Blanco Mate,"568,00 €",000760153,https://www.solanesjoier.com/anillos-compromiso/1048-alianza-de-compromiso-en-oro-blanco-mate.html
https://www.solanesjoier.com/3712-large_default/alianza-de-compromiso-entera-en-oro-rosa-con-diamantes.jpg,Alianza de compromiso entera en Oro Rosa con Diamantes,"1.598,00 €",002450299,https://www.solanesjoier.com/anillos-compromiso/1046-alianza-de-compromiso-entera-en-oro-rosa-con-diamantes.html
https://www.solanesjoier.com/1919-large_default/anillo-de-compromiso-solitario-oro-blanco-diamante-central.jpg,Anillo de compromiso Solitario Oro Blanco Diamante Central,"1.098,00 €",000251068,https://www.solanesjoier.com/anillos-compromiso/631-anillo-de-compromiso-solitario-oro-blanco-diamante-central.html
https://www.solanesjoier.com/1917-large_default/anillo-de-compromiso-solitario-oro-blanco-diamante-central.jpg,Anillo de compromiso Solitario Oro Blanco Diamante Central,"929,00 €",000251057,https://www.solanesjoier.com/anillos-compromiso/630-anillo-de-compromiso-solitario-oro-blanco-diamante-central.html
https://www.solanesjoier.com/3711-large_default/alianza-de-compromiso-en-oro-rosa-plana.jpg,Alianza de compromiso en Oro Rosa plana,"675,00 €",002450304,https://www.solanesjoier.com/anillos-compromiso/1045-alianza-de-compromiso-en-oro-rosa-plana.html
https://www.solanesjoier.com/1915-large_default/anillo-de-compromiso-solitario-oro-blanco-con-diamante-central-baguet.jpg,Anillo de compromiso Solitario Oro Blanco con Diamante Central Baguet,"1.390,00 €",000251022,https://www.solanesjoier.com/anillos-compromiso/629-anillo-de-compromiso-solitario-oro-blanco-con-diamante-central-baguet.html
https://www.solanesjoier.com/990-large_default/anillo-de-compromiso-solitario-oro-blanco-y-diamante-central.jpg,Anillo de compromiso Solitario Oro Blanco y Diamante Central,"2.289,00 €",000251106,https://www.solanesjoier.com/anillos-compromiso/96-anillo-de-compromiso-solitario-oro-blanco-y-diamante-central.html
https://www.solanesjoier.com/997-large_default/anillo-de-compromiso-solitario-con-diamante-central.jpg,Anillo de compromiso Solitario con Diamante Central,"695,00 €",005460104,https://www.solanesjoier.com/anillos-compromiso/93-anillo-de-compromiso-solitario-con-diamante-central.html
https://www.solanesjoier.com/994-large_default/anillo-de-compromiso-solitario-diamante-central-acompanado-de-brillantes.jpg,Anillo de compromiso Solitario Diamante Central acompañado de Brillantes,"629,00 €",004780610,https://www.solanesjoier.com/anillos-compromiso/94-anillo-de-compromiso-solitario-diamante-central-acompanado-de-brillantes.html
https://www.solanesjoier.com/987-large_default/anillo-de-compromiso-solitario-con-apertura-en-oro-blanco-y-diamantes.jpg,Anillo de compromiso Solitario con apertura en Oro Blanco y Diamantes,"489,00 €",000251025,https://www.solanesjoier.com/anillos-compromiso/92-anillo-de-compromiso-solitario-con-apertura-en-oro-blanco-y-diamantes.html
https://www.solanesjoier.com/983-large_default/anillo-de-compromiso-solitario-diamante-central-forma-curvada.jpg,Anillo de compromiso Solitario Diamante Central forma Curvada,"989,00 €",000250664,https://www.solanesjoier.com/anillos-compromiso/95-anillo-de-compromiso-solitario-diamante-central-forma-curvada.html
https://www.solanesjoier.com/991-large_default/anillo-de-compromiso-solitario-oro-blanco-diamante-central-y-laterales.jpg,Anillo de compromiso Solitario Oro Blanco Diamante central y laterales,"1.735,00 €",000251123,https://www.solanesjoier.com/anillos-compromiso/91-anillo-de-compromiso-solitario-oro-blanco-diamante-central-y-laterales.html
